episode,reward,running_avg,steps
263,-33.17611231250453,-53.70494931109823,134
264,39.95611095002491,-51.741766886544,103
265,-0.7357328331397497,-50.45998432150083,114
266,-152.06831354808983,-53.716844579517776,216
267,-34.262393818719275,-51.76214465581161,147
268,-26.12831117524979,-50.72465711431319,138
269,-37.896349894785445,-51.342775304578,122
270,-62.10617521950805,-50.50933359563922,124
271,-12.173073963388902,-49.67221829269734,128
272,-30.36304779196894,-49.42154175326964,172
273,3.1297159203783167,-47.94339618072591,163
274,-106.53449544669667,-49.85623276357972,134
275,-100.65907772029509,-49.95717055509311,90
276,-19.115955636816295,-48.82368220400584,160
277,1.916005642359039,-47.547081200326694,126
278,-56.095977891754686,-47.388702993054295,121
279,-15.824441555345771,-46.12420710797924,92
280,-45.227031712338544,-46.11688238478422,126
281,-38.81737023033557,-45.803722789390264,110
282,-35.653945678891716,-45.21081208820242,117
283,-74.28045954158593,-46.129406381629636,141
284,39.27111261186106,-45.43432788330531,1000
285,-34.46768250204464,-43.179046705372905,332
286,-33.58620138126473,-42.94415031816088,142
287,-131.98463026297856,-45.49854253223344,127
288,-4.963549958679707,-43.78125802964453,253
289,-5.384083832786558,-41.353647607394336,149
290,-110.37879333725249,-40.40333804644386,174
291,-146.205549159807,-42.202107164721625,187
292,-163.32304086341213,-45.55235094397288,126
293,43.82205677261698,-43.97441873513367,1000
294,-2.1662297041612817,-42.343341891428395,135
295,112.8255795760723,-39.36234748960965,1000
296,36.02760181088962,-38.69873028985863,1000
297,-0.27688722681165245,-38.99156311914268,134
298,-101.89692272581367,-39.19893026608578,132
299,-35.61680096140863,-39.14496838210486,127
300,-114.82044769072782,-40.878187455468215,225
301,-100.40944446361563,-42.55990614370311,134
302,0.05051332711907719,-40.69150315315702,99
303,0.1671679185853634,-40.32331633774633,225
304,-23.779864646742908,-40.774625702226395,139
305,-18.91362152365251,-39.98103147956009,129
306,130.68702639125567,-36.8499267911253,1000
307,4.887266089178283,-35.75937202590868,192
308,20.051888000729,-34.89348964263408,1000
309,67.14202910328467,-32.83443226260292,1000
310,152.20847088777745,-24.82818120135215,1000
311,104.04245293349673,-23.734779759426623,1000
312,-29.438198585147248,-23.65090433724187,156
313,-56.417324774069655,-24.115728586473168,84
314,-73.64947854529,-26.387840376379472,166
315,38.69486017226404,-25.599228516271396,130
316,1.6871905385994808,-22.524118434537602,174
317,16.4430538481015,-21.510009481201184,173
318,-58.73471811040018,-22.162137619904193,209
319,-151.12680128253132,-24.42674664765911,319
320,-19.236791772569532,-23.56935897872034,206
321,0.9561440666996788,-23.306774618118574,186
322,77.94130214272057,-21.14068761942478,1000
323,101.65649796374294,-19.170151978557488,1000
324,-15.717335236124427,-17.353808774346046,211
325,97.06212397728623,-13.39938474039442,1000
326,131.04845366053593,-10.396096554447377,655
327,94.37913109508875,-8.546834045392783,1000
328,-251.14866137395197,-12.447887715036732,543
329,-53.80538099231386,-13.207506503776093,182
330,-58.8662017287963,-13.480289904105247,198
331,-34.27165636979878,-13.389375626894509,104
332,18.413997076169096,-12.308016771793294,119
333,-69.60332238210282,-12.214474028603634,112
334,-44.20348205480927,-13.88396592193704,212
335,-3.683251893606098,-13.268277309768271,120
336,76.49494809735614,-11.066654320195854,1000
337,-80.46378721431093,-10.036237459222498,224
338,14.396282828177291,-9.649040803485358,87
339,-57.54222432147179,-10.692203613259062,122
340,-52.13740382049622,-9.527375822923936,139
341,-279.47657439071145,-12.192796327542027,274
342,96.99643904731201,-6.986406729327542,1000
343,108.10584692475442,-5.700730926284793,1000
344,-42.51016160795406,-6.50760956436065,124
345,-137.3151843262255,-11.510424842406604,317
346,-47.970392419039385,-13.190384727005183,170
347,-85.6042240968331,-14.896931464405613,98
348,-12.752576355510158,-13.114044536999543,119
349,-264.7623275203083,-17.696955068177537,178
350,183.72032422995323,-11.726139629763916,502
351,93.14766077815945,-7.854997524928415,1000
352,67.1648130733762,-6.512711530003274,1000
353,-29.709690819985152,-7.110248704774683,1000
354,-354.17555403873246,-13.718162492614473,527
355,82.94919628818842,-11.680906136377656,1000
356,-39.7937389462495,-15.090521443127756,179
357,-49.92017716074645,-16.18667030812625,154
358,-88.49717124500202,-18.357651493040873,237
359,44.9361896890777,-18.801768281325018,1000
360,218.83469888438117,-17.469243721392942,414
361,-429.34036547985727,-28.136900089660028,277
362,-152.38268040029908,-30.59578972596306,882
363,10.432838611809927,-29.258786458245467,1000
364,30.505898499810662,-27.17567891734345,1000
365,50.05916430666824,-26.948392834655365,1000
366,-7.657938330527689,-27.13529541203791,1000
367,-49.191180856157914,-28.447980106123094,1000
368,87.01748134243982,-25.532936117066292,1000
369,72.66407428097199,-21.057118605796227,1000
370,-70.52396049908381,-22.082861980326513,163
371,-8.969855367404502,-22.2813819690086,1000
372,-14.138991684062383,-24.12298784554426,1000
373,-194.92925227980064,-30.054702850415126,424
374,-173.93329335493715,-33.21902201279138,203
375,-33.98049500823119,-35.83987439250173,1000
376,39.13238842795812,-37.67819569715328,1000
377,-6.759672737656828,-39.7009717738082,140
378,243.08991930189492,-29.816200160291253,444
379,118.9066727741978,-26.361959084961022,1000
380,-49.589946906650894,-26.176433988518117,129
381,-7.865641247603733,-25.64831368607422,192
382,49.2496620563021,-25.031600386471567,1000
383,26.61144807233831,-23.107304977382746,1000
384,167.63251552104796,-18.8705850258656,506
385,-22.925935514936796,-19.25543869829222,232
386,-19.430196606234034,-21.173941592364027,127
387,180.28696290858787,-15.958926589906048,483
388,-45.5933988048772,-17.158720222567137,1000
389,72.38154643541365,-14.560244807429426,1000
390,84.10336869484053,-11.835429357122692,1000
391,189.63391803375367,-2.453219508633386,754
392,192.8952351688277,-0.5352435862030712,770
393,-87.79319469451414,-4.453224418588445,167
394,-114.04057918922746,-5.8838327702139175,97
395,-14.738794068858908,-3.4323049650665793,124
396,-82.6533800035869,-4.125964716757523,275
397,82.04616594665177,-0.7729569158878284,1000
398,-98.09193246928078,-2.4797440381632416,104
399,241.86783619175162,7.652859236077958,190
400,8.904246694728954,4.156537685373471,183
401,-318.06926310621066,-4.067800792313929,373
402,154.52927698875573,-2.3205115140063373,626
403,-35.534774885122374,-2.4370131953090834,97
404,-63.3256102271439,3.379985680922689,356
405,-38.01658091089509,0.9606701369410168,176
406,50.4827134925127,2.7661991857162613,1000
407,-102.86569379986415,1.707288852933908,519
408,207.2570088242313,7.622372454318574,385
409,67.08285794113343,8.06530581935969,1000
410,-31.373507819972914,3.0611416852726068,108
411,-22.901902217229946,11.189910950525157,221
412,-20.553503937426996,13.826494479782593,320
413,172.51536807567106,17.068145069059817,585
414,210.00443032380647,20.658115705539736,372
415,-72.30280711410327,18.210876277124306,1000
416,-74.71218418133716,16.86979136010812,1000
417,18.172688857550327,18.217068754382282,94
418,205.431696119455,20.58535304992259,435
419,162.32566242093617,22.378584812721865,766
420,12.145234122179442,24.031968705147133,1000
421,-260.7185515288385,18.996994781918453,303
422,-58.2439508475375,18.11489559864895,1000
423,86.91861554553282,23.75185295515562,1000
424,49.66805737793621,28.223879969813087,1000
425,214.4219003441944,33.1919278768616,656
426,222.86769592670277,36.86663402683649,307
427,193.3993042902528,40.86981356739469,402
428,218.9567451942522,40.38715008524183,434
429,60.39320371950445,39.21688070414796,1000
430,-33.228597850781284,39.54410768526535,94
431,79.20364756144654,41.28549346144636,1000
432,208.83713955540185,44.477243011428364,496
433,25.17240765005478,44.44846220298269,79
434,-23.595464184754178,40.62390260886664,74
435,1.3238830007834963,41.10889897918105,80
436,-39.35265013228321,40.71044990866007,117
437,190.3215778942934,40.91114220837419,508
438,195.139223075955,45.725794645990824,568
439,-14.401103262954265,43.99014165202347,110
440,138.10511614872047,45.07017660110106,1000
441,-21.838574370426272,40.84072675301746,111
442,-20.532153383657175,36.57217898196776,289
443,88.67484852110962,40.10153984628023,1000
444,172.75614109470348,45.83747425195885,686
445,85.41734338422012,47.840597001020434,1000
446,-108.52431512111716,47.32317829866984,73
447,178.62638009771536,49.25478258169111,669
448,-54.96285933110014,50.11736404445472,108
449,-81.41462967704344,43.65171472707881,62
450,-107.01582148398515,41.33331336350454,130
451,-79.14930291242405,46.111712567380266,125
452,-124.40708728886314,40.53298528182789,98
453,-62.07991667906676,40.002082445949,99
454,-68.07176481921533,39.90715935410757,118
455,155.52936670936742,43.77807830651283,735
456,-95.51352840034377,40.8581534686557,117
457,133.45261461824572,45.584519637017905,992
458,159.20468614487896,44.62347318343086,688
459,-56.95567666466196,42.14270249131495,218
460,-58.21182243166007,41.6059361990812,171
461,182.31821372613712,45.710338517948536,506
462,-8.91894141803698,45.94302976833633,92
463,31.63078574029727,43.12533812162885,1000
464,-7.866805549332678,38.767913404166066,1000
465,-53.92928161649097,39.135383914118314,96
466,-103.33327792454358,38.56296203925419,117
467,104.09265541372015,40.28136137037759,1000
468,156.6844214613179,39.30641587721484,303
